kpi_name,period,value,delta,driver,status,scenario_id
mill_utilization_pct,2025-06,98.2217,0.0,Utilization,negative,base
overload_hours,2025-06,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-06,43.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-06,0.7,0.0,Continuity,neutral,base
downtime_risk_score,2025-06,49.1,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-06,82992.53,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2025-06,1030.4102,0.0,Market,neutral,base
import_dependency_pct,2025-06,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2025-06,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2025-06,0.113,0.0,Quality,neutral,base
waste_rate_vs_target,2025-06,-0.54,0.0,Gap to target,positive,base
energy_per_ton,2025-06,69.3625,0.0,Efficiency,neutral,base
water_per_ton,2025-06,0.785,0.0,Conservation,neutral,base
vision_2030_compliance,2025-06,85.5,0.0,Composite,positive,base
total_demand_tons,2025-07,66245.29,-20.1792,SKU forecast,negative,base
recipe_time_utilization_pct,2025-07,95.6358,-2.5859,Time constraint,negative,base
capacity_violations_count,2025-07,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-07,992.8361,-37.5741,Wheat price,neutral,base
waste_rate_pct,2025-07,1.876,-0.084,Recipe mix,positive,base
vision_2030_index,2025-07,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2025-07,3975634.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2025-07,66245.29,0.0,Flour demand,neutral,base
total_recipe_hours,2025-07,1684.92,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2025-07,87.5,0.0,Model accuracy,positive,base
seasonality_index,2025-07,0.9803,0.0,Calendar,neutral,base
planned_recipe_hours,2025-07,1775.0,0.0,Schedule,neutral,base
available_mill_hours,2025-07,1856.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-07,81.0,0.0,Capacity balance,positive,base
avg_changeovers,2025-07,54.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2025-07,989.5162,0.0,Raw material,neutral,base
waste_impact_pct,2025-07,1.876,0.0,Waste,positive,base
mill_utilization_pct,2025-07,95.6358,0.0,Utilization,negative,base
overload_hours,2025-07,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-07,109.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-07,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2025-07,47.8,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-07,66245.23,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2025-07,992.8361,0.0,Market,neutral,base
import_dependency_pct,2025-07,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2025-07,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2025-07,0.064,0.0,Quality,neutral,base
waste_rate_vs_target,2025-07,-0.62,0.0,Gap to target,positive,base
energy_per_ton,2025-07,66.428,0.0,Efficiency,neutral,base
water_per_ton,2025-07,0.792,0.0,Conservation,neutral,base
vision_2030_compliance,2025-07,85.5,0.0,Composite,positive,base
total_demand_tons,2025-08,63028.9,-4.8553,SKU forecast,negative,base
recipe_time_utilization_pct,2025-08,95.7149,0.0791,Time constraint,negative,base
capacity_violations_count,2025-08,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-08,980.5056,-12.3304,Wheat price,neutral,base
waste_rate_pct,2025-08,1.902,0.026,Recipe mix,positive,base
vision_2030_index,2025-08,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2025-08,3827825.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2025-08,63028.9,0.0,Flour demand,neutral,base
total_recipe_hours,2025-08,1603.28,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2025-08,87.7235,0.0,Model accuracy,positive,base
seasonality_index,2025-08,0.9442,0.0,Calendar,neutral,base
planned_recipe_hours,2025-08,1745.84,0.0,Schedule,neutral,base
available_mill_hours,2025-08,1824.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-08,78.16,0.0,Capacity balance,positive,base
avg_changeovers,2025-08,52.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2025-08,989.606,0.0,Raw material,neutral,base
waste_impact_pct,2025-08,1.902,0.0,Waste,positive,base
mill_utilization_pct,2025-08,95.7149,0.0,Utilization,negative,base
overload_hours,2025-08,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-08,105.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-08,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2025-08,47.9,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-08,63028.88,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2025-08,980.5056,0.0,Market,neutral,base
import_dependency_pct,2025-08,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2025-08,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2025-08,0.12,0.0,Quality,neutral,base
waste_rate_vs_target,2025-08,-0.6,0.0,Gap to target,positive,base
energy_per_ton,2025-08,68.092,0.0,Efficiency,neutral,base
water_per_ton,2025-08,0.789,0.0,Conservation,neutral,base
vision_2030_compliance,2025-08,85.5,0.0,Composite,positive,base
total_demand_tons,2025-09,60967.75,-3.2702,SKU forecast,negative,base
recipe_time_utilization_pct,2025-09,95.5943,-0.1206,Time constraint,negative,base
capacity_violations_count,2025-09,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-09,972.6101,-7.8956,Wheat price,neutral,base
waste_rate_pct,2025-09,1.836,-0.066,Recipe mix,positive,base
vision_2030_index,2025-09,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2025-09,3671354.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2025-09,60967.75,0.0,Flour demand,neutral,base
total_recipe_hours,2025-09,1550.34,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2025-09,87.6095,0.0,Model accuracy,positive,base
seasonality_index,2025-09,0.9233,0.0,Calendar,neutral,base
planned_recipe_hours,2025-09,1637.53,0.0,Schedule,neutral,base
available_mill_hours,2025-09,1713.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-09,75.47,0.0,Capacity balance,positive,base
avg_changeovers,2025-09,50.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2025-09,989.567,0.0,Raw material,neutral,base
waste_impact_pct,2025-09,1.836,0.0,Waste,positive,base
mill_utilization_pct,2025-09,95.5943,0.0,Utilization,negative,base
overload_hours,2025-09,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-09,101.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-09,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2025-09,47.8,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-09,60967.69,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2025-09,972.6101,0.0,Market,neutral,base
import_dependency_pct,2025-09,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2025-09,40.2,0.0,Geopolitics,negative,base
yield_variability_index,2025-09,0.065,0.0,Quality,neutral,base
waste_rate_vs_target,2025-09,-0.66,0.0,Gap to target,positive,base
energy_per_ton,2025-09,67.938,0.0,Efficiency,neutral,base
water_per_ton,2025-09,0.7802,0.0,Conservation,neutral,base
vision_2030_compliance,2025-09,85.5,0.0,Composite,positive,base
total_demand_tons,2025-10,62462.58,2.4518,SKU forecast,positive,base
recipe_time_utilization_pct,2025-10,95.5981,0.0038,Time constraint,negative,base
capacity_violations_count,2025-10,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-10,972.0588,-0.5512,Wheat price,neutral,base
waste_rate_pct,2025-10,1.874,0.038,Recipe mix,positive,base
vision_2030_index,2025-10,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2025-10,3770879.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2025-10,62462.58,0.0,Flour demand,neutral,base
total_recipe_hours,2025-10,1588.65,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2025-10,87.8871,0.0,Model accuracy,positive,base
seasonality_index,2025-10,0.9232,0.0,Calendar,neutral,base
planned_recipe_hours,2025-10,1734.15,0.0,Schedule,neutral,base
available_mill_hours,2025-10,1814.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-10,79.85,0.0,Capacity balance,positive,base
avg_changeovers,2025-10,53.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2025-10,989.4182,0.0,Raw material,neutral,base
waste_impact_pct,2025-10,1.874,0.0,Waste,positive,base
mill_utilization_pct,2025-10,95.5981,0.0,Utilization,negative,base
overload_hours,2025-10,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-10,107.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-10,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2025-10,47.8,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-10,62462.55,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2025-10,972.0588,0.0,Market,neutral,base
import_dependency_pct,2025-10,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2025-10,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2025-10,0.09,0.0,Quality,neutral,base
waste_rate_vs_target,2025-10,-0.63,0.0,Gap to target,positive,base
energy_per_ton,2025-10,69.276,0.0,Efficiency,neutral,base
water_per_ton,2025-10,0.7882,0.0,Conservation,neutral,base
vision_2030_compliance,2025-10,85.5,0.0,Composite,positive,base
total_demand_tons,2025-11,61919.89,-0.8688,SKU forecast,negative,base
recipe_time_utilization_pct,2025-11,95.8042,0.2061,Time constraint,negative,base
capacity_violations_count,2025-11,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-11,980.0081,7.9493,Wheat price,neutral,base
waste_rate_pct,2025-11,2.154,0.28,Recipe mix,positive,base
vision_2030_index,2025-11,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2025-11,3714744.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2025-11,61919.89,0.0,Flour demand,neutral,base
total_recipe_hours,2025-11,1574.85,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2025-11,87.6071,0.0,Model accuracy,positive,base
seasonality_index,2025-11,0.9443,0.0,Calendar,neutral,base
planned_recipe_hours,2025-11,1644.0,0.0,Schedule,neutral,base
available_mill_hours,2025-11,1716.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-11,72.0,0.0,Capacity balance,positive,base
avg_changeovers,2025-11,48.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2025-11,989.4825,0.0,Raw material,neutral,base
waste_impact_pct,2025-11,2.154,0.0,Waste,positive,base
mill_utilization_pct,2025-11,95.8042,0.0,Utilization,negative,base
overload_hours,2025-11,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-11,98.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-11,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2025-11,47.9,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-11,61919.86,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2025-11,980.0081,0.0,Market,neutral,base
import_dependency_pct,2025-11,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2025-11,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2025-11,0.084,0.0,Quality,neutral,base
waste_rate_vs_target,2025-11,-0.35,0.0,Gap to target,positive,base
energy_per_ton,2025-11,68.18,0.0,Efficiency,neutral,base
water_per_ton,2025-11,0.7732,0.0,Conservation,neutral,base
vision_2030_compliance,2025-11,85.5,0.0,Composite,positive,base
total_demand_tons,2025-12,66746.73,7.7953,SKU forecast,positive,base
recipe_time_utilization_pct,2025-12,95.6558,-0.1484,Time constraint,negative,base
capacity_violations_count,2025-12,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-12,991.468,11.4599,Wheat price,neutral,base
waste_rate_pct,2025-12,1.972,-0.182,Recipe mix,positive,base
vision_2030_index,2025-12,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2025-12,4015264.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2025-12,66746.73,0.0,Flour demand,neutral,base
total_recipe_hours,2025-12,1698.06,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2025-12,87.2005,0.0,Model accuracy,positive,base
seasonality_index,2025-12,0.9797,0.0,Calendar,neutral,base
planned_recipe_hours,2025-12,1717.5,0.0,Schedule,neutral,base
available_mill_hours,2025-12,1795.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-12,78.0,0.0,Capacity balance,positive,base
avg_changeovers,2025-12,52.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2025-12,989.5947,0.0,Raw material,neutral,base
waste_impact_pct,2025-12,1.972,0.0,Waste,positive,base
mill_utilization_pct,2025-12,95.6558,0.0,Utilization,negative,base
overload_hours,2025-12,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-12,105.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-12,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2025-12,47.8,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-12,66746.7,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2025-12,991.468,0.0,Market,neutral,base
import_dependency_pct,2025-12,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2025-12,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2025-12,0.104,0.0,Quality,neutral,base
waste_rate_vs_target,2025-12,-0.53,0.0,Gap to target,positive,base
energy_per_ton,2025-12,70.13,0.0,Efficiency,neutral,base
water_per_ton,2025-12,0.7912,0.0,Conservation,neutral,base
vision_2030_compliance,2025-12,85.5,0.0,Composite,positive,base
total_demand_tons,2026-01,69199.19,3.6743,SKU forecast,positive,base
recipe_time_utilization_pct,2026-01,95.6361,-0.0197,Time constraint,negative,base
capacity_violations_count,2026-01,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2026-01,1025.3526,33.8846,Wheat price,neutral,base
waste_rate_pct,2026-01,2.094,0.122,Recipe mix,positive,base
vision_2030_index,2026-01,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2026-01,4178528.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2026-01,69199.19,0.0,Flour demand,neutral,base
total_recipe_hours,2026-01,1760.38,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2026-01,87.4032,0.0,Model accuracy,positive,base
seasonality_index,2026-01,1.0216,0.0,Calendar,neutral,base
planned_recipe_hours,2026-01,1700.41,0.0,Schedule,neutral,base
available_mill_hours,2026-01,1778.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2026-01,77.59,0.0,Capacity balance,positive,base
avg_changeovers,2026-01,49.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2026-01,1009.2469,0.0,Raw material,neutral,base
waste_impact_pct,2026-01,2.094,0.0,Waste,positive,base
mill_utilization_pct,2026-01,95.6361,0.0,Utilization,negative,base
overload_hours,2026-01,0.0,0.0,Capacity,positive,base
recipe_switch_count,2026-01,99.0,0.0,Scheduling,neutral,base
avg_run_length_days,2026-01,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2026-01,47.8,0.0,Risk model,positive,base
total_wheat_requirement_tons,2026-01,69199.24,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2026-01,1025.3526,0.0,Market,neutral,base
import_dependency_pct,2026-01,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2026-01,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2026-01,0.084,0.0,Quality,neutral,base
waste_rate_vs_target,2026-01,-0.41,0.0,Gap to target,positive,base
energy_per_ton,2026-01,69.488,0.0,Efficiency,neutral,base
water_per_ton,2026-01,0.7812,0.0,Conservation,neutral,base
vision_2030_compliance,2026-01,85.5,0.0,Composite,positive,base
total_demand_tons,2026-02,23067.48,-66.6651,SKU forecast,negative,base
recipe_time_utilization_pct,2026-02,96.1571,0.521,Time constraint,negative,base
capacity_violations_count,2026-02,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2026-02,1041.9062,16.5535,Wheat price,neutral,base
waste_rate_pct,2026-02,1.854,-0.24,Recipe mix,positive,base
vision_2030_index,2026-02,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2026-02,1385413.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2026-02,23067.48,0.0,Flour demand,neutral,base
total_recipe_hours,2026-02,586.49,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2026-02,87.6357,0.0,Model accuracy,positive,base
seasonality_index,2026-02,1.047,0.0,Calendar,neutral,base
planned_recipe_hours,2026-02,569.25,0.0,Schedule,neutral,base
available_mill_hours,2026-02,592.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2026-02,22.75,0.0,Capacity balance,positive,base
avg_changeovers,2026-02,10.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2026-02,1009.3607,0.0,Raw material,neutral,base
waste_impact_pct,2026-02,1.854,0.0,Waste,positive,base
mill_utilization_pct,2026-02,96.1571,0.0,Utilization,negative,base
overload_hours,2026-02,0.0,0.0,Capacity,positive,base
recipe_switch_count,2026-02,23.0,0.0,Scheduling,neutral,base
avg_run_length_days,2026-02,0.4,0.0,Continuity,neutral,base
downtime_risk_score,2026-02,48.1,0.0,Risk model,positive,base
total_wheat_requirement_tons,2026-02,23067.39,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2026-02,1041.9062,0.0,Market,neutral,base
import_dependency_pct,2026-02,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2026-02,40.2,0.0,Geopolitics,negative,base
yield_variability_index,2026-02,0.074,0.0,Quality,neutral,base
waste_rate_vs_target,2026-02,-0.65,0.0,Gap to target,positive,base
energy_per_ton,2026-02,69.282,0.0,Efficiency,neutral,base
water_per_ton,2026-02,0.786,0.0,Conservation,neutral,base
vision_2030_compliance,2026-02,85.5,0.0,Composite,positive,base
